"","Name","Yearround","Handicap","indicator","Lat1","Long1","Lat2","Long2","Lat","Long"
"230","John Jay Park & Pool","Yes","No",1,40.7693053,-73.9493916,38.979234,-94.439631,40.7693053,-73.9493916
"231","James J. Walker Park (Carmine Rec Center)","Yes","No",1,40.729758,-74.006272,NA,NA,40.729758,-74.006272
"232","Little Flower Playground","Yes","Yes",1,40.7123939,-73.9884206,43.0730517,-89.4012302,40.7123939,-73.9884206
"233","Marcus Garvey Park (Pelham Fritz Recreation Center)","Yes","No",1,40.805042,-73.944831,40.8050093,-73.9448633,40.805042,-73.944831
"234","Marcus Garvey Park (pool)","Yes","Not Available",1,40.80518,-73.943365,43.6728093,-79.4052216,40.80518,-73.943365
"235","Martin Luther King Houses","Yes","No",1,40.6968447,-73.949496,38.6727119,-90.2934383,40.6968447,-73.949496
"236","May Matthews Playground","Yes","No",1,40.756617,-73.983303,29.8331559,31.3529387,40.756617,-73.983303
"237","McCaffrey Playground","Yes","No",1,40.758985,-73.9913589,38.431024,-86.941794,40.758985,-73.9913589
"238","McKinley Playground","Yes","No",1,40.724024,-73.98503,47.6532648,-117.3469896,40.724024,-73.98503
"239","Morningside Park","Yes","Yes",1,40.805135,-73.959095,41.6661463,-87.8912235,40.805135,-73.959095
"240","Morningside Park","Yes","Not Available",1,40.806028,-73.959063,NA,NA,40.806028,-73.959063
"241","Morningside Playground","Yes","No",1,40.806334,-73.957754,41.4675749,-81.7687675,40.806334,-73.957754
"242","Msgnr. Kett","Yes","No",1,40.863132,-73.920639,33.8456017,-118.2992222,40.863132,-73.920639
"243","Orville & Wilbur Playground","Yes","No",1,40.83168,-73.941769,NA,NA,40.83168,-73.941769
"244","Playground 70","Yes","Yes",1,40.704988,-73.881494,NA,NA,40.704988,-73.881494
"245","Playground 96 (XCVI)","Yes","No",1,40.785684,-73.950114,NA,NA,40.785684,-73.950114
"246","PS 155 Playground","Yes","Not Available",1,40.798027,-73.936976,NA,NA,40.798027,-73.936976
"247","Renaissance Playground","Yes","No",1,40.822447,-73.943055,29.839422,31.3384822,40.822447,-73.943055
"248","Robert Moses Playground","Yes","No",1,40.748006,-73.9691,-10.3345449,-48.2997164,40.748006,-73.9691
"249","St Nicholas Park South","Yes","No",1,40.813709,-73.950944,43.6118917,-112.1298471,40.813709,-73.950944
"250","St Nicholas Park","Yes","No",1,40.820159,-73.946988,38.8257134,-95.8199323,40.820159,-73.946988
"251","St Nicholas Park (Arlington Edinboro Playground)","Yes","No",1,40.821214,-73.947283,40.5150292,-93.99842,40.821214,-73.947283
"252","St Vartan Park","Yes","Yes",1,40.7449676,-73.9736364,29.8894662,31.3071263,40.7449676,-73.9736364
"253","Stanley Isaacs","Yes","Yes",1,40.782809,-73.944604,36.0234368,-95.8724539,40.782809,-73.944604
"254","Tecumseh Playground","Yes","No",1,40.7817253,-73.978687,41.7536803,-87.6872304,40.7817253,-73.978687
"255","Union Square Park","Yes","Not Available",1,40.736292,-73.989566,NA,NA,40.736292,-73.989566
"256","Vesuvio Playground","Yes","Yes",1,40.725367,-74.0025609,36.4214066,-116.4221616,40.725367,-74.0025609
"257","Wagner Pool","Yes","No",1,40.801992,-73.933208,32.9744973,-91.7396503,40.801992,-73.933208
"258","West 59th St Recreation Center & Pool","Yes","Not Available",1,40.771447,-73.988567,NA,NA,40.771447,-73.988567
"259","Brevoort Playground","Yes","Not Available",1,40.6805498,-73.9225717,40.634696,-73.9188247,40.6805498,-73.9225717
"260","Brownsville Playground","Yes","No",2,25.8159583,-80.2299094,40.6578786,-73.896138,40.6578786,-73.896138
"261","Bushwick Inlet Park","Yes","Not Available",1,40.7222436,-73.9615144,NA,NA,40.7222436,-73.9615144
"262","Bushwick Playground & Pool","Yes","Not Available",1,40.7018076,-73.9394723,40.7674987,-73.833079,40.7018076,-73.9394723
"263","Cadman Plaza & Brooklyn War Memorial","Yes","No",1,40.6982776,-73.9914896,NA,NA,40.6982776,-73.9914896
"264","Century Playground","Yes","Not Available",1,40.5767757,-73.970055,40.5775615,-73.961412,40.5767757,-73.970055
"265","Chester Playground","Yes","No",1,40.6687403,-73.9118244,36.2198886,-115.1881888,40.6687403,-73.9118244
"266","City Line Park","Yes","No",1,40.679606,-73.874736,41.4036007,-95.0138776,40.679606,-73.874736
"267","Coney Island","Yes","Yes",1,40.573527,-73.970744,39.985252,-104.8202615,40.573527,-73.970744
"268","Coney Island Beach","Yes","No",1,40.5721302,-73.9793298,NA,NA,40.5721302,-73.9793298
"269","Cooper Park","Yes","Not Available",2,40.700424,-89.5385254,40.714593,-73.938755,40.714593,-73.938755
"270","Cypress Hills Park","Yes","No",1,40.670334,-73.871688,31.8970099,-92.2413776,40.670334,-73.871688
"271","Digilio Playground","Yes","No",2,NA,NA,40.6235909,-73.9758061,40.6235909,-73.9758061
"272","Dimattina Playground","Yes","No",1,40.6803115,-74.0022113,31.184905,-93.0159912,40.6803115,-74.0022113
"273","Dr. Martin Luther King Jr. Park","Yes","No",1,40.667555,-73.890647,NA,NA,40.667555,-73.890647
"274","Dr. Richard Greene Playground","Yes","No",1,40.712986,-73.987595,NA,NA,40.712986,-73.987595
"275","Dyker Beach Park","Yes","No",1,40.6120808,-74.0140275,NA,NA,40.6120808,-74.0140275
"276","Edmonds Playground","Yes","No",1,40.6893545,-73.9714325,41.9294736,-88.7503647,40.6893545,-73.9714325
"277","Ethan Allen Playground","Yes","Not Available",1,40.6557721,-73.8870206,38.9855357,-74.8226626,40.6557721,-73.8870206
"278","Fermi Playground","Yes","No",1,40.7004831,-73.9285422,NA,NA,40.7004831,-73.9285422
"279","Fox Playground","Yes","Yes",1,40.6325221,-73.9240414,-10.3214578,-48.3234738,40.6325221,-73.9240414
"280","Fulton Park","Yes","No",1,40.679807,-73.932395,40.1905499,-74.7805328,40.679807,-73.932395
"281","Galapo Playground","Yes","No",1,40.5979212,-73.9467281,40.6081026,-73.9481894,40.5979212,-73.9467281
"282","Garibaldi Playground","Yes","Not Available",1,40.6090667,-74.0001737,13.7873829,100.6456852,40.6090667,-74.0001737
"283","Greenwood Playground","Yes","Not Available",1,40.6502804,-73.9764294,40.6094454,-74.0285434,40.6502804,-73.9764294
"284","Hamilton-Metz Field","Yes","No",2,41.6148149,-84.8840446,40.6626057,-73.9467655,40.6626057,-73.9467655
"285","Hattie Carthan Playground","Yes","No",1,40.6857428,-73.9452692,35.6885097,-105.9352118,40.6857428,-73.9452692
"286","Heckscher Playground","Yes","Yes",1,40.7684844,-73.9772017,NA,NA,40.7684844,-73.9772017
"287","Herbert Von King Park","Yes","Yes",1,40.689612,-73.946732,NA,NA,40.689612,-73.946732
"288","Herman Dolgon Playground","Yes","No",1,40.5982571,-73.9398397,38.5656096,-97.9590939,40.5982571,-73.9398397
"289","J.J. Byrne Memorial Park","Yes","No",1,40.8627738,-73.3255504,26.1616275,32.7080971,40.8627738,-73.3255504
"290","Jackie Robinson Playground","Yes","No",1,40.6656832,-73.9593103,40.6643685,-73.9560187,40.6656832,-73.9593103
"291","Jesse Owens Playground","Yes","Not Available",1,40.6912345,-73.9324918,40.6132391,-74.0301958,40.6912345,-73.9324918
"292","John Paul Jones Park","Yes","Not Available",1,40.6110485,-74.033835,NA,NA,40.6110485,-74.033835
"293","Kaiser Park","Yes","No",1,40.5789776,-73.9970482,NA,NA,40.5789776,-73.9970482
"294","Kennedy King Playground","Yes","No",1,40.6585484,-73.9222043,41.4599879,-81.6214291,40.6585484,-73.9222043
"295","Lincoln Terrace Park","Yes","No",1,40.667319,-73.926355,NA,NA,40.667319,-73.926355
"296","Lindower Park","Yes","Not Available",1,40.6123076,-73.9113651,44.1024575,-85.1474375,40.6123076,-73.9113651
"297","Maria Hernandez Park","Yes","No",1,40.7031595,-73.9238951,NA,NA,40.7031595,-73.9238951
"298","Marine Park","Yes","No",1,40.5954615,-73.9212858,NA,NA,40.5954615,-73.9212858
"299","Marion-Hopkinson Playground","Yes","No",2,40.681718,-73.913571,40.6692495,-73.9135787,40.6692495,-73.9135787
"300","Martinez Playground","Yes","No",1,40.7091573,-73.9439381,40.708466,-73.943466,40.7091573,-73.9439381
"301","McCarren Park","Yes","No",1,40.7213441,-73.9526361,NA,NA,40.7213441,-73.9526361
"302","McLaughlin Park","Yes","No",1,40.6963853,-73.986125,NA,NA,40.6963853,-73.986125
"303","Mellet Playground","Yes","No",1,40.5969589,-73.9573817,29.840364,31.3375167,40.5969589,-73.9573817
"304","Metropolitan Pool","Yes","No",1,40.714993,-73.960328,33.780065,-117.9039335,40.714993,-73.960328
"305","Mt. Prospect Park","Yes","No",1,40.671778,-73.966774,40.7625797,-73.5337516,40.671778,-73.966774
"306","Newport Playground","Yes","No",1,40.660673,-73.903993,NA,NA,40.660673,-73.903993
"307","Nostrand Playground","Yes","No",1,40.62297,-73.94641,NA,NA,40.62297,-73.94641
"308","Ocean Hill Playground","Yes","No",1,40.6744138,-73.9121896,40.885978,-74.555825,40.6744138,-73.9121896
"309","Oracle Playground","Yes","No",1,40.6939264,-73.9715243,39.0031656,-76.97192,40.6939264,-73.9715243
"310","Osborn Playground","Yes","No",1,40.656026,-73.905951,40.6578786,-73.896138,40.656026,-73.905951
"311","Paerdegat Park","Yes","No",1,40.6382216,-73.9380028,40.678658,-73.723344,40.6382216,-73.9380028
"312","Rappaport Playground","Yes","No",1,40.650273,-73.976452,NA,NA,40.650273,-73.976452
"313","Red Hook Park (Coffey Park Playground","Yes","No",1,40.6772802,-74.0094471,52.6339568,-1.152479,40.6772802,-74.0094471
"314","Red Hook Park (Recreation Center)","Yes","No",1,40.6772802,-74.0094471,NA,NA,40.6772802,-74.0094471
"315","Rodney Playground South","Yes","No",1,40.709785,-73.9559123,42.2054689,-95.9498735,40.709785,-73.9559123
"316","Roebling Playground","Yes","No",1,40.7064875,-73.9615144,35.7212689,-77.9155395,40.7064875,-73.9615144
"317","Rolf Henry Playground","Yes","No",1,40.6557697,-73.9474387,40.7127837,-74.0059413,40.6557697,-73.9474387
"318","Russell Pederson Playground","Yes","Not Available",1,40.626353,-74.036105,NA,NA,40.626353,-74.036105
"319","Saratoga Square Park","Yes","No",1,40.684971,-73.918769,NA,NA,40.684971,-73.918769
"320","Slope Park","Yes","Not Available",1,40.661698,-73.989475,29.8387038,31.3384993,40.661698,-73.989475
"321","Star Spangled Banner Playground","Yes","No",1,40.692846,-73.95765,35.9250637,-86.8688899,40.692846,-73.95765
"322","Sternberg Park","Yes","Yes",1,40.7064848,-73.947371,56.706922,-2.466115,40.7064848,-73.947371
"323","Stockton Playground","Yes","No",1,40.6973709,-73.948184,43.1706253,-75.2915564,40.6973709,-73.948184
"324","Sunset Park","Yes","No",1,40.645532,-74.0123851,-8.8555137,-48.5083212,40.645532,-74.0123851
"325","Surf Playground","Yes","No",1,40.5732096,-73.9929283,36.8756394,-76.2967379,40.5732096,-73.9929283
"326","Tiger Playground","Yes","Yes",1,40.6881981,-73.9111814,43.2773188,-93.4083467,40.6881981,-73.9111814
"327","Tilden Playground","Yes","No",1,40.648008,-73.93292,43.6947781,-79.5158585,40.648008,-73.93292
"328","Van Voorhees Lower Park","Yes","Not Available",1,40.689651,-73.999566,NA,NA,40.689651,-73.999566
"329","Washington Hall Playground","Yes","Yes",1,40.695402,-73.966711,NA,NA,40.695402,-73.966711
"330","William Sheridan Playground","Yes","No",1,40.7151949,-73.9640858,NA,NA,40.7151949,-73.9640858
"331","Willoughby Playground","Yes","No",1,40.6944871,-73.94692,42.3730923,-84.5416359,40.6944871,-73.94692
"332","Yak Playground","Yes","Yes",1,40.5925244,-73.9365332,NA,NA,40.5925244,-73.9365332
"333","Annandale Playground","Yes","Yes",1,40.7312764,-73.8516467,29.6935712,-95.3616088,40.7312764,-73.8516467
"334","Arrow Community Garden","Yes","No",1,40.755735,-73.926316,38.4047226,-82.600277,40.755735,-73.926316
"335","Astoria Heights Playground","Yes","No",1,40.760674,-73.911527,NA,NA,40.760674,-73.911527
"336","Athens Sq","Yes","Yes",1,40.768416,-73.921227,NA,NA,40.768416,-73.921227
"337","Bay Terrace Playground","Yes","No",1,40.782421,-73.777271,48.0054429,-97.8551628,40.782421,-73.777271
"338","Bayside Fields","Yes","Yes",1,40.773684,-73.784735,44.4267369,-97.516649,40.773684,-73.784735
"339","Bayside Playground","Yes","No",1,40.5849818,-73.8251811,40.5897085,-73.8148117,40.5849818,-73.8251811
"340","Bellaire Playground","Yes","No",1,40.7215183,-73.7578984,40.710539,-73.7871156,40.7215183,-73.7578984
"341","Captain Tilly Park","Yes","No",1,40.7124413,-73.7988958,36.53264,-119.6289038,40.7124413,-73.7988958
"342","Castlewood Playground","Yes","No",1,40.7493312,-73.7223177,40.7536177,-73.7227354,40.7493312,-73.7223177
"343","Challenge Playground","Yes","No",1,40.7567232,-73.7281103,43.7457298,-97.6172678,40.7567232,-73.7281103
"344","Clement Clark Moore Park","Yes","No",1,40.7466119,-74.0043308,41.1115472,-73.8583806,40.7466119,-74.0043308
"345","Clintonville Playground","Yes","No",1,40.7833263,-73.807903,40.7864387,-73.8098461,40.7833263,-73.807903
"346","Crocheron Park Field House","Yes","No",2,NA,NA,40.7543568,-73.8794598,40.7543568,-73.8794598
"347","Crowley Playground","Yes","No",1,40.7294578,-73.8799463,37.548291,-99.0500762,40.7294578,-73.8799463
"348","Cunningham Park","Yes","Yes",1,40.7367631,-73.7683784,40.7423761,-95.2234607,40.7367631,-73.7683784
"349","Ditmars Park Playground","Yes","No",1,40.7727441,-73.8976184,NA,NA,40.7727441,-73.8976184
"350","Dutch Kills Playground","Yes","No",1,40.757111,-73.933044,NA,NA,40.757111,-73.933044
"351","East Elmhurst Playground","Yes","Yes",1,40.765544,-73.870759,NA,NA,40.765544,-73.870759
"352","Ederle Comfort Station","Yes","Yes",2,NA,NA,40.7186362,-73.7954966,40.7186362,-73.7954966
"353","Emerald Playground","Yes","No",1,40.7309791,-73.8059729,61.1540538,-149.9542148,40.7309791,-73.8059729
"354","Equity Park","Yes","No",1,40.6913888,-73.8534845,42.7591754,-91.7155762,40.6913888,-73.8534845
"355","Farm Playground","Yes","No",1,40.735575,-73.775972,40.7381109,-73.7674294,40.735575,-73.775972
"356","Flushing Fields","Yes","Not Available",2,NA,NA,40.7714722,-73.8172937,40.7714722,-73.8172937
"357","Flushing Meadows Corona Park","Yes","No",1,40.7397136,-73.840785,40.7186362,-73.7954966,40.7397136,-73.840785
"358","Hallets Cove Playground","Yes","Not Available",1,40.7717904,-73.9343288,-37.1966644,144.0833442,40.7717904,-73.9343288
"359","Hammel Playground","Yes","Not Available",2,NA,NA,40.5831381,-73.8226613,40.5831381,-73.8226613
"360","Harold Schneideman Playground","Yes","Yes",1,40.664767,-73.850922,41.6400998,-90.5980213,40.664767,-73.850922
"361","Hart Playground","Yes","No",1,40.7489054,-73.8972181,41.5505926,-87.2047099,40.7489054,-73.8972181
"362","Hemon MacNeil Park","Yes","No",1,40.7928327,-73.8518567,NA,NA,40.7928327,-73.8518567
"363","Hollis Playground","Yes","No",1,40.706952,-73.75299,44.414235,-98.2489349,40.706952,-73.75299
"364","Holy Cow Playground","Yes","No",1,40.741262,-73.776427,40.9852219,-73.6771619,40.741262,-73.776427
"365","Hoover Playground","Yes","No",1,40.7120075,-73.8216889,39.9373794,-75.1802915,40.7120075,-73.8216889
"366","Horace Harding Playground","Yes","Not Available",1,40.7357639,-73.8567468,33.8631902,-84.4649469,40.7357639,-73.8567468
"367","John Golden Park","Yes","Yes",1,40.774225,-73.767632,NA,NA,40.774225,-73.767632
"368","Kissena Corridor East","Yes","No",1,40.7473524,-73.820586,40.9852219,-73.6771619,40.7473524,-73.820586
"369","Lawrence Virgilio Playground","Yes","Not Available",1,40.747474,-73.910586,NA,NA,40.747474,-73.910586
"370","London Planetree Playground","Yes","No",1,40.6860837,-73.853117,43.829476,-85.7420126,40.6860837,-73.853117
"371","Loring Field","Yes","No",2,42.736638,-72.3843867,40.6669522,-73.7957487,40.6669522,-73.7957487
"372","Lost Battalion Hall","Yes","Not Available",2,NA,NA,40.7282239,-73.7948516,40.7282239,-73.7948516
"373","Lou Lodati Playground","Yes","No",2,NA,NA,40.631055,-73.62462,40.631055,-73.62462
"374","Louis Armstrong Playground","Yes","Not Available",1,40.7556465,-73.8547709,51.3298101,-0.4139676,40.7556465,-73.8547709
"375","Louis Pasteur Park","Yes","No",1,40.76247,-73.734383,43.7894496,-97.317357,40.76247,-73.734383
"376","Maple Playground","Yes","Yes",1,40.7559225,-73.8260082,40.7413696,-73.8148124,40.7559225,-73.8260082
"377","Marconi Park","Yes","No",1,40.693704,-73.795286,42.4839997,-86.1205004,40.693704,-73.795286
"378","Marie Curie Park","Yes","No",1,40.7571164,-73.7715039,NA,NA,40.7571164,-73.7715039
"379","Maurice A. Fitzgerald Playground","Yes","No",1,40.690865,-73.839237,NA,NA,40.690865,-73.839237
"380","Michaelis-Bayswater Park","Yes","Yes",1,40.598722,-73.767504,40.5897085,-73.8148117,40.598722,-73.767504
"381","Montbellier Park","Yes","No",1,40.6746737,-73.7564275,40.7073529,-73.7390612,40.6746737,-73.7564275
"382","Murray Playground","Yes","Not Available",1,40.7472832,-73.9486568,34.4193638,-103.1463857,40.7472832,-73.9486568
"383","Nautilus Playground","Yes","No",1,40.685384,-73.770036,40.6628795,-73.551516,40.685384,-73.770036
"384","North Rochdale Playground","Yes","No",1,40.680689,-73.77472,NA,NA,40.680689,-73.77472
"385","Nicholas Demutis Playground","Yes","No",1,40.681596,-73.83901,NA,NA,40.681596,-73.83901
"386","Painters Playground","Yes","Not Available",1,40.720411,-73.860036,NA,NA,40.720411,-73.860036
"387","Playground 90","Yes","No",1,40.757315,-73.87845,32.4227473,-86.2748531,40.757315,-73.87845
"388","Playground 75","Yes","Not Available",1,40.726268,-73.808249,45.8539288,-99.3768295,40.726268,-73.808249
"389","Queens Farm Museum","Yes","No",2,12.9746611,77.6028414,40.7536177,-73.7227354,40.7536177,-73.7227354
"390","Queensbridge Park","Yes","Not Available",1,40.7566953,-73.9484021,34.4193638,-103.1463857,40.7566953,-73.9484021
"391","Reiff Playground","Yes","Not Available",1,40.7186569,-73.9016277,40.710981,-73.899709,40.7186569,-73.9016277
"392","Rufus King Park","Yes","Not Available",1,40.7036801,-73.8039529,40.7022091,-73.8041576,40.7036801,-73.8039529
"393","Russell Sage Playground","Yes","No",1,40.724354,-73.851407,43.0306261,-85.9566152,40.724354,-73.851407
"394","Seaside Playground","Yes","Not Available",1,40.5849818,-73.8251811,40.5831381,-73.8226613,40.5849818,-73.8251811
"395","Smokey Oval","Yes","No",1,40.694687,-73.821775,45.5789743,-99.643324,40.694687,-73.821775
"396","St. Albans Park","Yes","No",1,40.836557,-73.887887,40.837288,-73.887734,40.836557,-73.887887
"397","Tall Oak Playground","Yes","No",1,40.746569,-73.758899,NA,NA,40.746569,-73.758899
"398","Union Playground","Yes","No",1,40.735877,-73.988722,42.8212715,-89.3010356,40.735877,-73.988722
"399","Vleigh Place Playground","Yes","No",1,40.7181533,-73.8204022,40.72314,-73.8204868,40.7181533,-73.8204022
"400","Vleigh Playground","Yes","Yes",1,40.7298704,-73.8159908,23.0599167,113.1020109,40.7298704,-73.8159908
"401","Whitestone Playground","Yes","Yes",1,40.79201,-73.808606,NA,NA,40.79201,-73.808606
"402","Greencroft Playground","Yes","No",1,40.551685,-74.136334,NA,NA,40.551685,-74.136334
"403","Joline Pool Playground","Yes","Yes",2,NA,NA,40.3087869,-73.9960543,40.3087869,-73.9960543
"404","Levy Playground","Yes","No",1,40.633905,-74.1290426,41.9031595,-100.2688943,40.633905,-74.1290426
"405","Lyons Pool","Yes","Yes",1,40.637691,-74.074403,57.4390903,10.5516386,40.637691,-74.074403
"406","Mahoney Playground","Yes","No",1,40.6434007,-74.0860043,40.850432,-81.1339976,40.6434007,-74.0860043
"407","Markham Playground","Yes","Yes",1,40.6233382,-74.1458331,39.8422889,-86.1191996,40.6233382,-74.1458331
"408","McDonald Playground","Yes","Not Available",2,42.3674971,-71.2309007,43.6815232,-70.2898967,43.6815232,-70.2898967
"409","Midland Field","Yes","Yes",1,40.5762928,-74.098669,30.1800183,-92.5370785,40.5762928,-74.098669
"410","Midland Playground","Yes","No",1,40.5752343,-74.0988526,42.7765149,-94.227158,40.5752343,-74.0988526
"411","Old Town Playground","Yes","No",1,40.5954163,-74.081599,40.5966253,-74.0828032,40.5954163,-74.081599
"412","Prescott Playground","Yes","No",1,40.5227012,-74.1861976,40.5464584,-74.1414633,40.5227012,-74.1861976
"413","Schmul Park","Yes","No",1,40.5884484,-74.1852803,31.441349,-86.9680841,40.5884484,-74.1852803
"414","Silver Lake Park","Yes","No",1,40.628284,-74.099,36.7960918,-76.3334076,40.628284,-74.099
"415","South Beach Wetlands","Yes","Yes",1,40.5869221,-74.0729716,NA,NA,40.5869221,-74.0729716
"416","Stapleton Playground","Yes","Yes",1,40.623087,-74.079505,NA,NA,40.623087,-74.079505
"417","Willowbrook Park","Yes","No",1,40.600498,-74.158237,38.1397164,-79.0496289,40.600498,-74.158237
"418","High Line Bathroom at Gansevoort St","Yes","Yes",1,43.196119,-73.6516666,NA,NA,43.196119,-73.6516666
"419","Morton Williams","Yes","Unknown",1,40.753794,-73.968998,NA,NA,40.753794,-73.968998
"420","100% Playground","Yes","Not Available",1,40.646566,-73.899077,NA,NA,40.646566,-73.899077
"421","174th Street Playground","Yes","Not Available",1,40.8343419,-73.8777413,40.8276779,-73.9260176,40.8343419,-73.8777413
"422","227 Street Playground","Yes","Yes",2,34.7774186,-83.0644278,40.8897285,-73.863865,40.8897285,-73.863865
"423","Agnes Haywood Playground","Yes","Not Available",1,40.8803982,-73.8615704,37.209164,-93.2527085,40.8803982,-73.8615704
"424","Albemarle Park","Yes","Yes",1,40.645154,-73.980883,NA,NA,40.645154,-73.980883
"425","Albert J. Parham Playground","Yes","Yes",1,40.690205,-73.970958,NA,NA,40.690205,-73.970958
"426","Alley Pond Park (Alley Athletic Field)","Yes","Not Available",1,40.740016,-73.735096,34.1699691,-118.2891733,40.740016,-73.735096
"427","Alley Pond Park (Alley Pond Spring)","Yes","Not Available",1,40.739942,-73.736188,NA,NA,40.739942,-73.736188
"428","Alley Pond Park (Horatio Playground)","Yes","Not Available",1,40.747267,-73.742827,40.758232,-73.7531418,40.747267,-73.742827
"429","Alstyne Playground","Yes","Not Available",1,40.743533,-73.861561,40.7433542,-73.8636818,40.743533,-73.861561
"430","American Playground","Yes","Yes",1,40.728769,-73.957659,NA,NA,40.728769,-73.957659
"431","Ampere Playground (PS 64)","Yes","Not Available",1,40.681298,-73.856995,40.687565,-73.834403,40.681298,-73.856995
"432","Andrews Playground","No","Not Available",1,40.7434498,-73.9548102,53.0528095,-2.3062691,40.7434498,-73.9548102
"433","Arcilla Playground","Yes","Yes",1,40.8271436,-73.9142127,NA,NA,40.8271436,-73.9142127
"434","Arrochar Playground","Yes","Yes",1,40.5976316,-74.0709523,NA,NA,40.5976316,-74.0709523
"435","Astoria Park (Charybdis Playground)","Yes","Not Available",1,40.775606,-73.921492,NA,NA,40.775606,-73.921492
"436","Aubondale Playground","Yes","Not Available",1,40.7658583,-73.7942082,40.6788906,-90.4634925,40.7658583,-73.7942082
"437","Baisley Pond Park","Yes","Not Available",1,40.673605,-73.786032,NA,NA,40.673605,-73.786032
"438","Bartlett Playground","Yes","Not Available",1,40.7008946,-73.9460852,37.7524731,-122.4195908,40.7008946,-73.9460852
"439","Battery Park Comfort Station","Yes","Not Available",2,NA,NA,40.7035905,-74.0144071,40.7035905,-74.0144071
"440","Bayview Playground","Yes","Not Available",1,40.634803,-73.887118,40.635361,-73.8874068,40.634803,-73.887118
"441","Bedford Playground","Yes","Not Available",1,40.708391,-73.9639214,40.6536822,-73.9561495,40.708391,-73.9639214
"442","Benson Playground","Yes","Not Available",1,40.602355,-74.002215,NA,NA,40.602355,-74.002215
"443","Bensonhurst Park","Yes","Not Available",1,40.597859,-74.000014,NA,NA,40.597859,-74.000014
"444","Betsy Head Playground","Yes","Not Available",1,40.664648,-73.911824,NA,NA,40.664648,-73.911824
"445","Big Bush Park","Yes","Not Available",1,40.7395042,-73.90273,40.7625982,-73.902486,40.7395042,-73.90273
"446","Bildersee Playground","Yes","Not Available",1,40.6356534,-73.9118244,NA,NA,40.6356534,-73.9118244
"447","Bill Brown Memorial Playground","Yes","Not Available",1,40.592201,-73.945611,40.6536822,-73.9561495,40.592201,-73.945611
"448","Bleecker Playground","Yes","Not Available",1,40.7362218,-74.0055909,42.2528649,-73.790959,40.7362218,-74.0055909
"449","Blood Root Valley (Park House)","Yes","Yes",1,40.587452,-74.133367,NA,NA,40.587452,-74.133367
"450","Bloomingdale Park","","Yes",1,40.534986,-74.208435,NA,NA,40.534986,-74.208435
"451","Blue Heron Park Preserve (Nature Center)","Yes","Yes",2,NA,NA,40.5291996,-74.1761352,40.5291996,-74.1761352
"452","Bowne Park","Yes","Not Available",1,40.7705766,-73.807311,37.9411724,40.1982725,40.7705766,-73.807311
"453","Bowne Playground","Yes","Not Available",1,40.7579884,-73.8248135,40.7377518,-74.235895,40.7579884,-73.8248135
"454","Breininger Park","Yes","Not Available",1,40.7258447,-73.7290298,40.728006,-73.7341564,40.7258447,-73.7290298
"455","Breukelen Playground","Yes","Not Available",1,40.652276,-73.892182,30.9842977,-91.9623327,40.652276,-73.892182
"456","Bronx Park (Ben Abrams Playground)","Yes","Not Available",2,40.8370495,-73.8654295,40.8543818,-73.8610494,40.8543818,-73.8610494
