"","Name","Yearround","Handicap","indicator","Lat1","Long1","Lat2","Long2","Lat","Long"
"457","Bronx Park (Brady Playground)","Yes","Not Available",2,40.8370495,-73.8654295,40.8370495,-73.8654295,40.8370495,-73.8654295
"458","Bronx Park (French Charley's Playground)","Yes","Not Available",2,40.8370495,-73.8654295,40.8740125,-73.8833881,40.8740125,-73.8833881
"459","Bronx Park (Olinville Playground)","Yes","Not Available",1,40.8609032,-73.8706083,38.7180672,-94.2559255,40.8609032,-73.8706083
"460","Bronx Park (Ranaqua)","Yes","Not Available",1,40.8067116,-73.9222962,NA,NA,40.8067116,-73.9222962
"461","Bronx Park (River Park Playground)","Yes","Yes",1,40.8370495,-73.8654295,NA,NA,40.8370495,-73.8654295
"462","Bronx Park (Rosewood Playground)","Yes","Not Available",2,40.8370495,-73.8654295,40.9476645,-73.8345485,40.9476645,-73.8345485
"463","Bronx Park (Waring Playground)","Yes","Not Available",2,40.8370495,-73.8654295,40.8370495,-73.8654295,40.8370495,-73.8654295
"464","Bronx River Parkway (Parque de los Ninos)","Yes","Yes",2,40.9476645,-73.8345485,40.864696,-73.871816,40.864696,-73.871816
"465","Brookville Park","Yes","Not Available",1,40.660019,-73.745362,NA,NA,40.660019,-73.745362
"466","Brower Park","Yes","Not Available",1,40.6735874,-73.9431462,40.6781784,-73.9441579,40.6735874,-73.9431462
"467","Bufano Playground","Yes","Not Available",1,40.838143,-73.831052,NA,NA,40.838143,-73.831052
"468","Cabbell Park/Cambria Playground","Yes","Not Available",1,40.689689,-73.743155,NA,NA,40.689689,-73.743155
"469","Campiz Playground","Yes","Not Available",1,40.713785,-73.9541673,41.6957277,-71.2795162,40.713785,-73.9541673
"470","Canarsie Park","Yes","Not Available",1,40.6303632,-73.8926247,NA,NA,40.6303632,-73.8926247
"471","Capt. Rivera Playground","Yes","Yes",1,40.8178344,-73.906772,39.7189646,-104.9269401,40.8178344,-73.906772
"472","Capt. Tilly Park","Yes","Not Available",1,40.7124413,-73.7988958,40.3200915,-98.8997422,40.7124413,-73.7988958
"473","Captain Mario Fajardo Park","Yes","Not Available",1,40.74732,-73.820605,40.7413696,-73.8148124,40.74732,-73.820605
"474","Carroll Park","Yes","Yes",1,40.681041,-73.995684,NA,NA,40.681041,-73.995684
"475","Carver Playground","No","Not Available",1,40.6802881,-73.9207346,40.634696,-73.9188247,40.6802881,-73.9207346
"476","Caserta Playground","Yes","Not Available",1,40.8373952,-73.8538521,NA,NA,40.8373952,-73.8538521
"477","Cavanaugh Triangle (Angelo Campanero Playground)","Yes","Yes",1,40.86798,-73.842142,NA,NA,40.86798,-73.842142
"478","Central Park (Ancient Playground)","","Yes",1,40.780756,-73.961612,NA,NA,40.780756,-73.961612
"479","Central Park (Arsenal)","Yes","Not Available",1,40.767685,-73.97127,NA,NA,40.767685,-73.97127
"480","Central Park (Bethesda Terrace)","","Not Available",1,40.773802,-73.970849,NA,NA,40.773802,-73.970849
"481","Central Park (Conservatory Garden)","Yes","Not Available",1,40.793717,-73.952457,NA,NA,40.793717,-73.952457
"482","Central Park (Dana Discovery Center)","Yes","Yes",1,40.797116,-73.951372,NA,NA,40.797116,-73.951372
"483","Central Park (Heckscher Playground)","","Not Available",1,40.768479,-73.977202,29.8342058,31.3504823,40.768479,-73.977202
"484","Central Park (Kerbs Boathouse)","Yes","Not Available",1,40.773991,-73.966545,33.503068,-111.921811,40.773991,-73.966545
"485","Central Park (Loeb Boathouse)","Yes","Not Available",1,40.775303,-73.968766,NA,NA,40.775303,-73.968766
"486","Central Park (North Meadow Recreation Center)","Yes","Yes",1,40.791119,-73.95971,NA,NA,40.791119,-73.95971
"487","Central Park (Ramble)","","Not Available",1,40.777381,-73.969528,40.7828647,-73.9653551,40.777381,-73.969528
"488","Central Park (Sheep Meadow, Mineral Springs)","No","Yes",1,40.773044,-73.974266,NA,NA,40.773044,-73.974266
"489","Central Park (Tavern on The Green)","","Not Available",1,40.772206,-73.977604,40.7828647,-73.9653551,40.772206,-73.977604
"490","Central Park (Tennis Courts)","Yes","Not Available",1,40.789586,-73.961918,48.7632453,-101.4482345,40.789586,-73.961918
"491","Central Park (The Great Hill)","No","Not Available",1,40.796921,-73.958977,41.8810644,-87.663045,40.796921,-73.958977
"492","Central Park (The Metropolitan Museum of Art)","Yes","Not Available",1,40.779607,-73.963244,40.7789422,-73.9623032,40.779607,-73.963244
"493","Central Park (West 61st)","No","Not Available",1,40.769285,-73.980984,NA,NA,40.769285,-73.980984
"494","Central Park (Wollman Rink)","Yes","Yes",1,40.767751,-73.974466,NA,NA,40.767751,-73.974466
"495","Central Park Delacorte Comfort Station","Yes","Yes",1,40.78029,-73.968779,NA,NA,40.78029,-73.968779
"496","Claremont Park","Yes","Not Available",2,42.341862,-71.0808027,40.8427457,-73.908643,40.8427457,-73.908643
"497","Clark Playground","Yes","Yes",1,40.8137639,-73.9214695,39.9610321,32.9093759,40.8137639,-73.9214695
"498","Col. David Marcus Memorial Playground","Yes","Not Available",1,40.609572,-73.969435,37.6857796,-122.4842166,40.609572,-73.969435
"499","Coleman Square Playground","Yes","Not Available",1,40.7112051,-73.9936545,39.099582,-94.575511,40.7112051,-73.9936545
"500","College Point Park","Yes","Not Available",1,40.7858,-73.846496,42.6839286,-95.15155,40.7858,-73.846496
"501","Com. John Barry Park & Playground","No","Not Available",2,NA,NA,40.7018957,-73.9369936,40.7018957,-73.9369936
"502","Comm. Eugene S. Sarsfield Playground","Yes","Not Available",1,40.620224,-73.937493,39.8256472,-86.0553456,40.620224,-73.937493
"503","Corona Golf Playground","Yes","Not Available",1,40.7474938,-73.8549547,33.8631902,-84.4649469,40.7474938,-73.8549547
"504","Corporal John A. Seravalli Playground","Yes","Not Available",1,40.7392063,-74.0048564,42.2528649,-73.790959,40.7392063,-74.0048564
"505","Corporal Thompson Park","No","Not Available",1,40.6379157,-74.1184904,26.637498,-81.8460826,40.6379157,-74.1184904
"506","Crotona Park (Martin Van Buren Playground)","Yes","Not Available",1,40.8353103,-73.8958401,39.1309856,17.0067031,40.8353103,-73.8958401
"507","Cunningham Park (HQ8)","Yes","Yes",1,40.729372,-73.772702,NA,NA,40.729372,-73.772702
"508","Daniel M. O'Connell Playground","Yes","Not Available",1,40.6999581,-73.7582662,42.5137113,-86.1297597,40.6999581,-73.7582662
"509","Dematti Playground","Yes","Not Available",1,40.6145077,-74.0742565,42.3629638,-76.3514243,40.6145077,-74.0742565
"510","Detective Keith L. Williams Park","Yes","Not Available",1,40.702291,-73.784136,41.674269,-86.2901332,40.702291,-73.784136
"512","Double Nickel Playground","Yes","Yes",1,40.537665,-74.162203,40.5374856,-74.1622243,40.537665,-74.162203
"513","Dr. Charles R. Drew Memorial Park","Yes","Not Available",1,40.6809517,-73.8033076,NA,NA,40.6809517,-73.8033076
"514","Dugan Playground","Yes","Not Available",1,40.561588,-74.110892,44.358234,-88.706306,40.561588,-74.110892
"515","East Springfield Playground","Yes","Not Available",1,40.698433,-73.740198,NA,NA,40.698433,-73.740198
"516","Edenwald Playground","Yes","Not Available",1,40.8841875,-73.8450307,40.8834859,-73.8453026,40.8841875,-73.8450307
"517","Electric Playground","Yes","Not Available",1,40.7360573,-73.8053296,25.7689182,-80.3021226,40.7360573,-73.8053296
"518","Fisher Pool","No","Not Available",1,40.758943,-73.869324,49.2243292,-122.9176077,40.758943,-73.869324
"519","Flushing Meadows Corona Park (Albert H. Mauro Playground)","Yes","Not Available",1,40.7229926,-73.8270377,40.7251204,-73.8277254,40.7229926,-73.8270377
"520","Flushing Meadows Corona Park (Meadow Lake North)","Yes","Not Available",1,40.7359996,-73.840436,NA,NA,40.7359996,-73.840436
"521","Flushing Meadows Corona Park (Playground for All Children)","Yes","Yes",1,40.7408291,-73.8499488,40.7406704,-73.8501755,40.7408291,-73.8499488
"522","Flushing Meadows Corona Park (Worlds Fair Playground)","Yes","Not Available",1,40.7375349,-73.8457658,NA,NA,40.7375349,-73.8457658
"523","Flynn Playground","Yes","Not Available",1,42.2463216,-70.9972162,NA,NA,42.2463216,-70.9972162
"524","Forest Park (Jackson Pond Playground)","Yes","Not Available",1,40.7007278,-73.8431928,44.483595,-73.2190679,40.7007278,-73.8431928
"525","Forest Park (Seuffert Bandshell)","No","Not Available",1,40.698519,-73.85805,NA,NA,40.698519,-73.85805
"526","Forest Park (Sobelsohn Playground, The Overlook)","Yes","Not Available",2,NA,NA,40.7096359,-73.834812,40.7096359,-73.834812
"527","Forest Park (Tennis Courts -Forest Parkway)","Yes","Not Available",1,40.697681,-73.856495,NA,NA,40.697681,-73.856495
"528","Forest Park (The Overlook)","Yes","Not Available",1,40.702856,-73.849107,NA,NA,40.702856,-73.849107
"529","Forest Park (Victory Field)","Yes","Not Available",1,40.701735,-73.853268,NA,NA,40.701735,-73.853268
"530","Forest Park (Visitor Center, near the Carousel)","Yes","Not Available",1,40.700661,-73.856004,NA,NA,40.700661,-73.856004
"531","Fort Greene Park","Yes","Not Available",1,40.6914866,-73.9753317,NA,NA,40.6914866,-73.9753317
"532","Fort Independence Playground","Yes","Not Available",1,40.8816434,-73.8961157,34.8686932,-85.8394199,40.8816434,-73.8961157
"533","Francis Lewis Playground","Yes","Not Available",1,40.760445,-73.78434,NA,NA,40.760445,-73.78434
"534","Frank D. O'Connor Playground","Yes","Not Available",1,40.7442965,-73.8865612,41.1115472,-73.8583806,40.7442965,-73.8865612
"535","Frank Golden Park","Yes","Not Available",1,40.7847847,-73.8341872,43.8515035,-79.2703385,40.7847847,-73.8341872
"536","Frederick B. Judge Memorial Playground","Yes","Not Available",1,40.683447,-73.807767,53.5587088,-113.5819341,40.683447,-73.807767
"537","Fresh Meadows Playground (PS 173)","Yes","Not Available",1,40.7341196,-73.7961384,25.9478599,-80.3073243,40.7341196,-73.7961384
"538","Friends Field","Yes","Not Available",1,40.618619,-73.972871,NA,NA,40.618619,-73.972871
"539","Glenwood Playground","Yes","Yes",1,40.6368433,-73.9196324,40.634696,-73.9188247,40.6368433,-73.9196324
"540","Gorman Playground","Yes","Not Available",1,40.7625011,-73.8843563,51.3299758,-0.4134902,40.7625011,-73.8843563
"541","Gouverneur Playground","Yes","Not Available",1,40.8356154,-73.9033731,27.7749317,-82.6351014,40.8356154,-73.9033731
"542","Gowanus Playground","Yes","Not Available",1,40.6802801,-73.9852314,41.0095316,-74.1729106,40.6802801,-73.9852314
"543","Grandview Playground","Yes","Yes",1,40.63078,-74.164679,NA,NA,40.63078,-74.164679
"544","Gravesend Park","Yes","Not Available",1,40.6234499,-73.9842885,47.9330656,-97.3115371,40.6234499,-73.9842885
"545","Greene Playground","Yes","Not Available",1,40.6864082,-73.9659225,39.697399,-83.8897057,40.6864082,-73.9659225
"546","Greenwood Playground","Yes","Not Available",1,40.6502804,-73.9764294,40.6094454,-74.0285434,40.6502804,-73.9764294
"547","Grover Cleveland Park","Yes","Not Available",1,40.834281,-74.282995,NA,NA,40.834281,-74.282995
"548","Gunn Park (PS 18)","No","Not Available",1,40.732456,-73.731724,NA,NA,40.732456,-73.731724
"549","Haggerty Park","No","Yes",1,40.721486,-73.757948,44.4745123,-103.3163374,40.721486,-73.757948
"550","Harry Maze Memorial Park","Yes","Not Available",1,40.643022,-73.923026,51.732512,-1.2171341,40.643022,-73.923026
"551","Hermon MacNeil Park","Yes","Not Available",1,40.7928327,-73.8518567,NA,NA,40.7928327,-73.8518567
"552","High Rock Park","Yes","Not Available",1,40.582287,-74.123155,37.9752082,-122.360827,40.582287,-74.123155
"553","High Rock Park (Education Building)","Yes","Not Available",1,40.584828,-74.12514,37.9752082,-122.360827,40.584828,-74.12514
"554","High Rock Park (McArthur Park)","Yes","Yes",1,40.582531,-74.123208,37.9752082,-122.360827,40.582531,-74.123208
"555","High Rock Park (Visitor Center)","Yes","Not Available",1,40.584539,-74.125161,37.9752082,-122.360827,40.584539,-74.125161
"556","Highland Park","Yes","Not Available",1,40.4959379,-74.4243178,NA,NA,40.4959379,-74.4243178
"557","Hoffman Park","Yes","Not Available",1,40.732715,-73.872106,42.016843,-88.0759718,40.732715,-73.872106
"558","Jacob Schiff Playground (PS 192)","Yes","Not Available",2,NA,NA,40.8174777,-73.946736,40.8174777,-73.946736
"559","John J. Carty Park","Yes","Not Available",1,40.613194,-74.03008,NA,NA,40.613194,-74.03008
"560","Joseph Austin Playground","Yes","Not Available",1,40.715846,-73.8011017,40.7186362,-73.7954966,40.715846,-73.8011017
"561","Joseph F. Mafera Park","Yes","Not Available",1,40.7071757,-73.8915223,30.721227,35.3099502,40.7071757,-73.8915223
"562","Juniper Valley Park","Yes","Yes",1,40.720218,-73.881372,42.3388111,-71.0765188,40.720218,-73.881372
"563","K.L. Williams Playground (Tennis)","Yes","Not Available",1,40.704224,-73.785937,40.1387194,-92.0726067,40.704224,-73.785937
"564","Katzman Playground","Yes","Not Available",1,40.726407,-73.847432,NA,NA,40.726407,-73.847432
"565","Kennedy Playground","Yes","Not Available",1,40.771013,-73.779077,40.7699431,-73.7793645,40.771013,-73.779077
"566","Kissena Park (Tennis Courts)","Yes","Not Available",1,40.744708,-73.809363,NA,NA,40.744708,-73.809363
"567","La Guardia Playground West","Yes","Not Available",1,40.709894,-73.959284,NA,NA,40.709894,-73.959284
"568","Leif Ericson Park & Square","Yes","Not Available",1,40.629766,-74.010631,NA,NA,40.629766,-74.010631
"569","Levy Playground","Yes","Not Available",1,40.633905,-74.1290426,31.3615664,-96.1441315,40.633905,-74.1290426
"570","Liberty Pool","","Yes",2,34.559255,-92.7408164,40.7020409,-73.7831254,40.7020409,-73.7831254
"571","Park of the Americas","Yes","Not Available",1,40.748521,-73.86195,NA,NA,40.748521,-73.86195
"572","Luna Park Playground","Yes","Not Available",1,40.576129,-73.978033,37.0239219,-94.7507402,40.576129,-73.978033
"573","Marc's & Jason's Playground","Yes","Not Available",1,40.663323,-73.949663,NA,NA,40.663323,-73.949663
"574","Marine Park Nature Center","","Yes",1,40.6039714,-73.930572,NA,NA,40.6039714,-73.930572
"575","Mathew Muliner Playground","Yes","Yes",1,40.8468846,-73.8614786,NA,NA,40.8468846,-73.8614786
"576","Maurice Park","Yes","Not Available",1,40.727537,-73.904855,NA,NA,40.727537,-73.904855
"577","McKinley Park","Yes","Not Available",1,40.626552,-74.016745,40.6094454,-74.0285434,40.626552,-74.016745
"578","Midland Beach & Boardwalk","Yes","Yes",1,40.57149,-74.0931627,NA,NA,40.57149,-74.0931627
"579","Monsignor Mcgolrick Park","Yes","Not Available",1,40.7244435,-73.9433581,43.7232522,-111.1113326,40.7244435,-73.9433581
"580","Noonan Playground","Yes","Not Available",1,40.74127,-73.922399,NA,NA,40.74127,-73.922399
"581","P.O. Nicholas Demutis Playground","Yes","Not Available",1,40.681571,-73.839263,45.9135471,-100.3364941,40.681571,-73.839263
"582","Park Slope Playground","Yes","Not Available",1,40.676927,-73.978931,38.7544952,-90.3312256,40.676927,-73.978931
"583","Pat Perlato Playground","Yes","Not Available",1,40.576981,-73.946523,38.6372288,-84.5579481,40.576981,-73.946523
"584","Paul W. Kolbert Park/Rachel Haber Cohen Playground","Yes","Not Available",1,40.620141,-73.95798,36.1259239,-111.2178871,40.620141,-73.95798
"585","Pelham Bay Park (Bruckner CS)","Yes","Not Available",1,40.8496714,-73.8330844,40.8524136,-73.8263227,40.8496714,-73.8330844
"586","People's Park Playground","Yes","Not Available",1,40.809434,-73.916889,44.0509913,-95.5335334,40.809434,-73.916889
"587","Peter's Field","Yes","Not Available",1,40.735845,-73.98086,NA,NA,40.735845,-73.98086
"588","PFC Thomas Norton Memorial Playground","Yes","Not Available",1,40.614993,-73.944587,NA,NA,40.614993,-73.944587
"589","Pierrepont Playground","Yes","Not Available",1,40.696305,-73.99745,NA,NA,40.696305,-73.99745
"590","Pink Playground","Yes","Not Available",1,40.666304,-73.862032,39.7879895,-84.1773775,40.666304,-73.862032
"591","Playground 62 (PS 220)","Yes","Not Available",1,40.73624,-73.854875,NA,NA,40.73624,-73.854875
"592","Playground Fifty-Two","Yes","Not Available",1,40.815219,-73.901698,NA,NA,40.815219,-73.901698
"593","Poor Richard's Playground","Yes","Not Available",1,40.7926774,-73.9428706,29.8462469,31.344523,40.7926774,-73.9428706
"594","Potomac Playground","Yes","Not Available",1,40.6820904,-73.9442483,40.6120263,-74.0708689,40.6820904,-73.9442483
"595","Pratt Playground","Yes","Not Available",1,40.692302,-73.961938,41.6397696,-81.4065011,40.692302,-73.961938
"596","Prospect Park (East Parade Grounds)","Yes","Not Available",1,40.651894,-73.965707,NA,NA,40.651894,-73.965707
"597","Prospect Park (Litchfield Villa)","Yes","Not Available",1,40.666981,-73.97378,NA,NA,40.666981,-73.97378
"598","Prospect Park (Middle Long Meadow)","Yes","Yes",1,40.661447,-73.973008,NA,NA,40.661447,-73.973008
"599","Prospect Park (West Parade Grounds)","Yes","Not Available",1,40.649717,-73.970966,NA,NA,40.649717,-73.970966
"600","Prospect Park (Willink Hill)","Yes","Not Available",1,40.661913,-73.963877,NA,NA,40.661913,-73.963877
"601","Prospect Park (Wollman Rink & Flower Garden)","","Not Available",1,40.669335,-73.970271,NA,NA,40.669335,-73.970271
"602","PS 286 Playground","Yes","Yes",1,40.592388,-73.936367,NA,NA,40.592388,-73.936367
"603","Real Good Park (Lie Playground)","Yes","Yes",1,40.735407,-73.857742,NA,NA,40.735407,-73.857742
"604","Riverside Park (Boat Basin)","No","Not Available",1,40.785871,-73.984487,NA,NA,40.785871,-73.984487
"605","Riverside Park (Caf)","No","Yes",1,40.785733,-73.984493,NA,NA,40.785733,-73.984493
"606","Riverside Park (Claremont)","Yes","Not Available",1,40.811453,-73.963493,43.3294489,-85.9196777,40.811453,-73.963493
"607","Riverside Park (Classic Playground)","Yes","Not Available",1,40.787322,-73.980938,NA,NA,40.787322,-73.980938
"608","Riverside Park (Dinosaur Playground)","Yes","Not Available",1,40.813415,-73.963021,41.7166075,-87.7321699,40.813415,-73.963021
"609","Riverside Park (Hippo Playground)","Yes","Not Available",1,40.793267,-73.977992,41.7270733,-87.756897,40.793267,-73.977992
"610","Riverside Park (Neufeld Playground)","Yes","Not Available",1,40.783391,-73.984802,43.8501819,-85.8749985,40.783391,-73.984802
"611","Riverside Park (River Run Playground)","Yes","Not Available",1,40.787256,-73.980952,38.9780838,-94.9017482,40.787256,-73.980952
"612","Riverside Park (Riverbank Playground)","Yes","Not Available",1,40.787344,-73.982084,41.6370323,-87.6415624,40.787344,-73.982084
"613","Riverside Park (Ten Mile River Playground)","No","Not Available",1,40.811347,-73.965631,41.6208231,-87.6681095,40.811347,-73.965631
"614","Riverside Park (Tennis Courts)","Yes","Not Available",1,40.796793,-73.977044,40.8158821,-73.9623705,40.796793,-73.977044
"615","Robert Moses Playground","Yes","Not Available",1,40.7480467,-73.9692285,36.1259239,-111.2178871,40.7480467,-73.9692285
"616","Rochdale Park","Yes","Not Available",1,40.681351,-73.787159,NA,NA,40.681351,-73.787159
"617","Rockaway Beach","No","Not Available",1,40.584528,-73.811149,NA,NA,40.584528,-73.811149
"618","Rockaway Beach & Boardwalk (Beach 59th Street Playground)","Yes","Not Available",1,40.589087,-73.789072,29.9577052,-95.5791226,40.589087,-73.789072
"619","Rockaway Beach (Beach 116Th)","Yes","Not Available",1,40.577385,-73.836923,NA,NA,40.577385,-73.836923
"620","Rockaway Beach 106 Comfort Station","","Yes",1,40.580637,-73.825516,40.582913,-73.8278554,40.580637,-73.825516
"621","Rockaway Beach 117th L/G","","Yes",1,40.58023,-73.827597,40.5795009,-73.8381068,40.58023,-73.827597
"622","Rockaway Beach 86 Comfort Station","","Yes",1,40.584535,-73.811153,40.5890677,-73.8114645,40.584535,-73.811153
"623","Rockaway Beach 97 Comfort Station","","Yes",1,40.582946,-73.817583,40.584947,-73.8188057,40.582946,-73.817583
"624","Roebling Playground","Yes","Not Available",1,40.7064875,-73.9615144,35.7212689,-77.9155395,40.7064875,-73.9615144
"625","Roger Morris Park (Morris Jumel Mansion)","Yes","Not Available",1,40.83465,-73.93853,NA,NA,40.83465,-73.93853
"626","Rosemary's Playground (JHS 93)","Yes","Not Available",1,40.704357,-73.904049,NA,NA,40.704357,-73.904049
"627","Roy Wilkins Recreation Center","Yes","Not Available",1,40.687236,-73.772122,NA,NA,40.687236,-73.772122
"628","Rudd Playground","Yes","Not Available",1,40.683162,-73.9051704,-38.1457082,144.3383446,40.683162,-73.9051704
"629","Sara D. Roosevelt Park","Yes","Yes",1,40.722369,-73.991619,29.7604267,-95.3698028,40.722369,-73.991619
"630","Seth Low Playground","Yes","Not Available",1,40.6081073,-73.9863087,30.1696405,-85.6375679,40.6081073,-73.9863087
"631","Seton Park Playground","No","Not Available",1,40.88752,-73.918429,40.9666567,-95.3371507,40.88752,-73.918429
"632","Sheltering Arms Park","Yes","Not Available",1,40.814868,-73.955559,40.7743849,-73.98468,40.814868,-73.955559
"633","Shore Road Park","Yes","Not Available",1,40.622012,-74.040678,NA,NA,40.622012,-74.040678
"634","Shore Road Park","Yes","Not Available",1,40.628187,-74.039913,NA,NA,40.628187,-74.039913
"635","Shore Road Park","Yes","Not Available",1,40.620685,-74.0409,NA,NA,40.620685,-74.0409
"636","Sol Bloom Playground","Yes","Not Available",1,40.7895736,-73.9687693,40.7828647,-73.9653551,40.7895736,-73.9687693
"637","Sol Lain Playground","No","Not Available",1,40.7143044,-73.9839212,NA,NA,40.7143044,-73.9839212
"638","Sperandeo Brothers Playground","Yes","Not Available",1,40.6770054,-73.8847238,40.6762581,-73.9082993,40.6770054,-73.8847238
"639","Springfield Park","Yes","Not Available",1,40.661031,-73.761786,NA,NA,40.661031,-73.761786
"640","St. Andrew's Playground","Yes","Not Available",1,40.6787018,-73.9426124,40.6762581,-73.9082993,40.6787018,-73.9426124
"641","St. Catherine's Park","Yes","Not Available",2,53.2782543,-6.1191701,40.764625,-73.9583262,40.764625,-73.9583262
"642","St. Mary's Park (Recreation Center)","Yes","Yes",1,40.809883,-73.910434,37.8921376,-89.5047806,40.809883,-73.910434
"643","St. Mary's Park West","Yes","Not Available",1,40.812885,-73.9132,40.8123102,-73.9140718,40.812885,-73.9132
"644","St. Mary's Playground East Playground","Yes","Yes",1,40.811655,-73.914028,NA,NA,40.811655,-73.914028
"645","St. Vartan Park","Yes","Yes",1,40.7449676,-73.9736364,29.8894662,31.3071263,40.7449676,-73.9736364
"646","Stroud Playground","Yes","Not Available",1,40.6750147,-73.9618817,40.6844907,-73.9591228,40.6750147,-73.9618817
"647","Sunset Park (Recreation Center)","Yes","Not Available",1,40.647664,-74.005016,14.445776,79.9814137,40.647664,-74.005016
"648","Taylor Playground","Yes","Not Available",1,40.8391317,-73.8659808,NA,NA,40.8391317,-73.8659808
"649","Terrace Playground","Yes","Yes",1,40.613587,-74.098432,28.8535234,-96.3819597,40.613587,-74.098432
"650","The Pearly Gates","Yes","Not Available",1,40.8387396,-73.8454901,NA,NA,40.8387396,-73.8454901
"651","Thomas Jefferson Park","Yes","Not Available",1,40.793427,-73.934029,NA,NA,40.793427,-73.934029
"652","Todt Hill Playground","Yes","Yes",1,40.609359,-74.12035,NA,NA,40.609359,-74.12035
"653","Tompkins Square Park","Yes","Yes",1,40.726747,-73.9807,NA,NA,40.726747,-73.9807
"654","Triborough Bridge Playground A","Yes","Not Available",1,40.778799,-73.922544,NA,NA,40.778799,-73.922544
"655","Triborough Bridge Playground B","No","Not Available",1,40.784987,-73.925913,NA,NA,40.784987,-73.925913
"656","Underwood Park","Yes","Yes",1,40.688544,-73.966485,30.2240897,-92.0198427,40.688544,-73.966485
"657","Washington Square Park Western Half","Yes","Not Available",1,40.731397,-73.997007,30.0309108,-90.2171064,40.731397,-73.997007
"658","Wayanda Park","Yes","Not Available",1,40.710342,-73.739511,40.7101235,-73.7395005,40.710342,-73.739511
"659","Weeping Beech Park","Yes","Not Available",1,40.763414,-73.824469,41.5505926,-87.2047099,40.763414,-73.824469
"660","West 2nd Street Playground","Yes","Not Available",1,40.586441,-73.969889,33.3909024,-104.7074011,40.586441,-73.969889
"661","Luna Park Playground","Yes","Not Available",1,40.576062,-73.978829,33.4242225,-94.057226,40.576062,-73.978829
"662","William E. Kelly Memorial Park","Yes","Not Available",1,40.604574,-73.95627,45.4572407,-91.0830932,40.604574,-73.95627
"663","Williamsbridge Oval","Yes","Not Available",1,40.8779125,-73.8775576,NA,NA,40.8779125,-73.8775576
"664","Willis Playground","Yes","Not Available",1,40.8109536,-73.9228473,39.7107508,-95.5084783,40.8109536,-73.9228473
"665","Willow Lake Playground (PS 196)","Yes","Not Available",1,40.722735,-73.836987,NA,NA,40.722735,-73.836987
"666","Wingate Park","Yes","Not Available",1,40.6585943,-73.9442483,33.0303077,-83.9287213,40.6585943,-73.9442483
"667","Woods Playground","Yes","Not Available",1,40.675133,-73.930523,40.7233091,-74.1994354,40.675133,-73.930523
"668","Woodtree Playground","Yes","Not Available",1,40.7772518,-73.9025345,30.0443639,31.0364072,40.7772518,-73.9025345
